# Data Source: Blockchain.com Public Charts API (https://www.blockchain.com/explorer/charts)
Date,Mining Difficulty
2017-08-23,
2017-08-24,
2017-08-25,888171856257.0
2017-08-26,
2017-08-27,
2017-08-28,
2017-08-29,888171856257.0
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-02,888171856257.0
2017-09-03,
2017-09-04,
2017-09-06,903315386418.901
2017-09-08,
2017-09-10,922724699725.0
2017-09-12,
2017-09-14,922724699725.0
2017-09-16,
2017-09-18,1052185622754.52
2017-09-20,
2017-09-22,1103400932964.0
2017-09-23,
2017-09-24,
2017-09-25,
2017-09-26,1103400932964.0
2017-09-27,
2017-09-28,
2017-09-29,
2017-09-30,1103400932964.0
2017-10-01,
2017-10-02,
2017-10-03,
2017-10-04,1123863285132.0
2017-10-05,
2017-10-06,
2017-10-07,
2017-10-08,1123863285132.0
2017-10-10,
2017-10-12,1123863285132.0
2017-10-14,
2017-10-16,1196792694098.0
2017-10-18,
2017-10-20,1196792694098.0
2017-10-22,
2017-10-24,1196792694098.0
2017-10-26,
2017-10-27,
2017-10-28,1452839779145.0
2017-10-29,
2017-10-30,
2017-10-31,
2017-11-01,1452839779145.0
2017-11-02,
2017-11-03,
2017-11-04,
2017-11-05,1452839779145.0
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,1452839779145.0
2017-11-10,
2017-11-11,
2017-11-12,
2017-11-13,1364422081125.0
2017-11-15,
2017-11-17,1364422081125.0
2017-11-19,
2017-11-21,1364422081125.0
2017-11-23,
2017-11-25,1347001430558.0
2017-11-27,
2017-11-29,1347001430558.0
2017-12-01,
2017-12-02,
2017-12-03,1347001430558.0
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,1590896927258.0
2017-12-08,
2017-12-09,
2017-12-10,
2017-12-11,1590896927258.0
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,1590896927258.0
2017-12-16,
2017-12-17,
2017-12-19,1873105475221.0
2017-12-21,
2017-12-23,1873105475221.0
2017-12-25,
2017-12-27,1873105475221.0
2017-12-29,
2017-12-31,1873105475221.0
2018-01-02,
2018-01-04,1931136454487.0
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,1931136454487.0
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,1931136454487.0
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,2227847638503.0
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-20,2227847638503.0
2018-01-22,
2018-01-24,2227847638503.0
2018-01-26,
2018-01-28,2603077300218.0
2018-01-30,
2018-02-01,2603077300218.0
2018-02-03,
2018-02-05,2603077300218.0
2018-02-07,
2018-02-08,
2018-02-09,2874674234415.0
2018-02-10,
2018-02-11,
2018-02-12,
2018-02-13,2874674234415.0
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-17,2874674234415.0
2018-02-18,
2018-02-19,
2018-02-20,
2018-02-21,3007383866429.0
2018-02-22,
2018-02-23,
2018-02-25,3007383866429.0
2018-02-27,
2018-03-01,3007383866429.0
2018-03-03,
2018-03-05,3233581400367.21
2018-03-07,
2018-03-09,3290605988755.0
2018-03-11,
2018-03-13,3290605988755.0
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-17,3290605988755.0
2018-03-18,
2018-03-19,
2018-03-20,
2018-03-21,3462542391191.0
2018-03-22,
2018-03-23,
2018-03-24,
2018-03-25,3462542391191.0
2018-03-26,
2018-03-27,
2018-03-29,3462542391191.0
2018-03-31,
2018-04-02,3511060552899.0
2018-04-04,
2018-04-06,3511060552899.0
2018-04-08,
2018-04-10,3511060552899.0
2018-04-12,
2018-04-14,3796188328004.62
2018-04-15,
2018-04-16,
2018-04-17,
2018-04-18,3839316899029.0
2018-04-19,
2018-04-20,
2018-04-21,
2018-04-22,3839316899029.0
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,3839316899029.0
2018-04-27,
2018-04-28,
2018-04-29,
2018-04-30,4022059196164.0
2018-05-02,
2018-05-04,4022059196164.0
2018-05-06,
2018-05-08,4022059196164.0
2018-05-10,
2018-05-12,4143878474754.0
2018-05-14,
2018-05-16,4143878474754.0
2018-05-18,
2018-05-19,
2018-05-20,4143878474754.0
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,4219142059012.62
2018-05-25,
2018-05-26,
2018-05-27,
2018-05-28,4306949573981.0
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,4306949573981.0
2018-06-02,
2018-06-03,
2018-06-05,4415593341673.57
2018-06-07,
2018-06-09,4940704885521.0
2018-06-11,
2018-06-13,4940704885521.0
2018-06-15,
2018-06-17,4940704885521.0
2018-06-19,
2018-06-21,5077499034879.0
2018-06-22,
2018-06-23,
2018-06-24,
2018-06-25,5077499034879.0
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,5077499034879.0
2018-06-30,
2018-07-01,
2018-07-02,
2018-07-03,5363678461481.0
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-07,5363678461481.0
2018-07-09,
2018-07-11,5363678461481.0
2018-07-13,
2018-07-15,5363678461481.0
2018-07-17,
2018-07-19,5178671069072.0
2018-07-21,
2018-07-23,5178671069072.0
2018-07-25,
2018-07-26,
2018-07-27,5178671069072.0
2018-07-28,
2018-07-29,
2018-07-30,
2018-07-31,5949437371609.0
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-04,5949437371610.0
2018-08-05,
2018-08-06,
2018-08-07,
2018-08-08,5949437371610.0
2018-08-09,
2018-08-10,
2018-08-12,6389316883512.0
2018-08-14,
2018-08-16,6389316883512.0
2018-08-18,
2018-08-20,6389316883512.0
2018-08-22,
2018-08-24,6505039002077.41
2018-08-26,
2018-08-28,6727225469723.0
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-01,6727225469723.0
2018-09-02,
2018-09-03,
2018-09-04,
2018-09-05,6727225469723.0
2018-09-06,
2018-09-07,
2018-09-08,
2018-09-09,7019199231177.0
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,7019199231177.0
2018-09-15,
2018-09-17,7019199231177.0
2018-09-19,
2018-09-21,7152633351906.0
2018-09-23,
2018-09-25,7152633351906.0
2018-09-27,
2018-09-29,7152633351906.0
2018-10-01,
2018-10-02,
2018-10-03,7152633351906.0
2018-10-04,
2018-10-05,
2018-10-06,
2018-10-07,7454968648263.0
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,7454968648263.0
2018-10-12,
2018-10-13,
2018-10-14,
2018-10-15,7454968648263.0
2018-10-16,
2018-10-17,
2018-10-19,7182852313938.0
2018-10-21,
2018-10-23,7182852313938.0
2018-10-25,
2018-10-27,7182852313938.0
2018-10-29,
2018-10-31,7182852313938.0
2018-11-02,
2018-11-04,7184404942702.0
2018-11-06,
2018-11-07,
2018-11-08,7184404942702.0
2018-11-09,
2018-11-10,
2018-11-11,
2018-11-12,7184404942702.0
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,7175974755379.84
2018-11-17,
2018-11-18,
2018-11-19,
2018-11-20,6653303141406.0
2018-11-21,
2018-11-22,
2018-11-24,6653303141406.0
2018-11-26,
2018-11-28,6653303141406.0
2018-11-30,
2018-12-02,6653303141406.0
2018-12-04,
2018-12-06,5646403851535.0
2018-12-08,
2018-12-10,5646403851535.0
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,5646403851535.0
2018-12-15,
2018-12-16,
2018-12-17,
2018-12-18,5621092245587.73
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-22,5106422924660.0
2018-12-23,
2018-12-24,
2018-12-25,
2018-12-26,5106422924660.0
2018-12-28,
2018-12-30,5106422924660.0
2019-01-01,
2019-01-03,5618595848853.0
2019-01-05,
2019-01-07,5618595848853.0
2019-01-09,
2019-01-11,5618595848853.0
2019-01-13,
2019-01-14,
2019-01-15,5883988430955.0
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-19,5883988430955.0
2019-01-20,
2019-01-21,
2019-01-22,
2019-01-23,5883988430955.0
2019-01-24,
2019-01-25,
2019-01-26,
2019-01-27,5883988430955.0
2019-01-28,
2019-01-29,
2019-01-31,5814661935892.0
2019-02-02,
2019-02-04,5814661935892.0
2019-02-06,
2019-02-08,5814661935892.0
2019-02-10,
2019-02-12,6061518831027.0
2019-02-14,
2019-02-16,6061518831027.0
2019-02-17,
2019-02-18,
2019-02-19,
2019-02-20,6061518831027.0
2019-02-21,
2019-02-22,
2019-02-23,
2019-02-24,6064081790460.55
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,6071846049921.0
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-04,6071846049921.0
2019-03-06,
2019-03-08,6071846049921.0
2019-03-10,
2019-03-12,6068891541677.0
2019-03-14,
2019-03-16,6068891541677.0
2019-03-18,
2019-03-20,6068891541677.0
2019-03-22,
2019-03-23,
2019-03-24,6368919654419.87
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,6379265451411.0
2019-03-29,
2019-03-30,
2019-03-31,
2019-04-01,6379265451411.0
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,6379265451411.0
2019-04-07,
2019-04-09,6393023717202.0
2019-04-11,
2019-04-13,6393023717202.0
2019-04-15,
2019-04-17,6393023717202.0
2019-04-19,
2019-04-21,6357721118108.33
2019-04-23,
2019-04-24,
2019-04-25,6353030562984.0
2019-04-26,
2019-04-27,
2019-04-28,
2019-04-29,6353030562984.0
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,6353030562984.0
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,6702169884349.0
2019-05-08,
2019-05-09,
2019-05-11,6702169884349.0
2019-05-13,
2019-05-15,6702169884349.0
2019-05-17,
2019-05-19,6704632680587.0
2019-05-21,
2019-05-23,6704632680587.0
2019-05-25,
2019-05-27,6704632680587.0
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,7459680720542.0
2019-06-01,
2019-06-02,
2019-06-03,
2019-06-04,7459680720542.0
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-08,7459680720542.0
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,7459680720542.0
2019-06-14,
2019-06-16,7409399249090.0
2019-06-18,
2019-06-20,7409399249090.0
2019-06-22,
2019-06-24,7409399249090.0
2019-06-26,
2019-06-28,7934713219631.0
2019-06-30,
2019-07-01,
2019-07-02,7934713219631.0
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,7934713219631.0
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,9064159826491.0
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,9064159826491.0
2019-07-15,
2019-07-16,
2019-07-18,9064159826491.0
2019-07-20,
2019-07-22,9064159826491.0
2019-07-24,
2019-07-26,9013786945892.0
2019-07-28,
2019-07-30,9013786945892.0
2019-08-01,
2019-08-03,9013786945892.0
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,9985348008060.0
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,9985348008060.0
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,9985348008060.0
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,10183488432890.0
2019-08-21,
2019-08-23,10183488432890.0
2019-08-25,
2019-08-27,10183488432890.0
2019-08-29,
2019-08-31,10183488432890.0
2019-09-02,
2019-09-04,10771996663680.0
2019-09-06,
2019-09-07,
2019-09-08,10771996663680.0
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,10771996663680.0
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,11890594958796.0
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,11890594958796.0
2019-09-21,
2019-09-22,
2019-09-24,11890594958796.0
2019-09-26,
2019-09-28,12759819404409.0
2019-09-30,
2019-10-02,12759819404409.0
2019-10-04,
2019-10-06,12759819404409.0
2019-10-08,
2019-10-10,12874760266706.7
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,13008091666972.0
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,13008091666972.0
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,13008091666972.0
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,13691480038694.0
2019-10-28,
2019-10-30,13691480038694.0
2019-11-01,
2019-11-03,13691480038694.0
2019-11-05,
2019-11-07,13669891710442.8
2019-11-09,
2019-11-11,12720005267391.0
2019-11-13,
2019-11-14,
2019-11-15,12720005267391.0
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,12720005267391.0
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,12973235968800.0
2019-11-24,
2019-11-25,
2019-11-26,
2019-11-27,12973235968800.0
2019-11-28,
2019-11-29,
2019-12-01,12973235968800.0
2019-12-03,
2019-12-05,12955951549096.1
2019-12-07,
2019-12-09,12876842089682.0
2019-12-11,
2019-12-13,12876842089682.0
2019-12-15,
2019-12-17,12876842089682.0
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-21,12948593420946.0
2019-12-22,
2019-12-23,
2019-12-24,
2019-12-25,12948593420946.0
2019-12-26,
2019-12-27,
2019-12-28,
2019-12-29,12948593420946.0
2019-12-30,
2019-12-31,
2020-01-01,
2020-01-02,13798783827516.0
2020-01-04,
2020-01-05,
2020-01-06,13798783827516.0
2020-01-08,
2020-01-09,
2020-01-10,13798783827516.0
2020-01-12,
2020-01-13,
2020-01-14,13819009697340.3
2020-01-16,
2020-01-17,
2020-01-18,14776367535689.0
2020-01-20,
2020-01-21,
2020-01-22,14776367535689.0
2020-01-23,
2020-01-24,
2020-01-25,
2020-01-26,14776367535689.0
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,15466098935555.0
2020-01-31,
2020-02-01,
2020-02-02,
2020-02-03,15466098935555.0
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,15466098935555.0
2020-02-09,
2020-02-10,
2020-02-11,15521134947902.1
2020-02-13,
2020-02-14,
2020-02-15,15546745765529.0
2020-02-17,
2020-02-18,
2020-02-19,15546745765529.0
2020-02-21,
2020-02-22,
2020-02-23,15546745765529.0
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,15486913440293.0
2020-02-28,
2020-02-29,
2020-03-01,
2020-03-02,15486913440293.0
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,15486913440293.0
2020-03-07,
2020-03-08,
2020-03-09,
2020-03-10,16552923967337.0
2020-03-12,
2020-03-14,16552923967337.0
2020-03-16,
2020-03-18,16552923967337.0
2020-03-20,
2020-03-22,16552923967337.0
2020-03-24,
2020-03-26,14143559041805.2
2020-03-27,
2020-03-28,
2020-03-29,
2020-03-30,13912524048946.0
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,13912524048946.0
2020-04-04,
2020-04-05,
2020-04-06,
2020-04-07,13912524048946.0
2020-04-08,
2020-04-09,
2020-04-10,
2020-04-11,14715214060657.0
2020-04-13,
2020-04-15,14715214060657.0
2020-04-17,
2020-04-19,14715214060657.0
2020-04-21,
2020-04-23,15958652328578.0
2020-04-25,
2020-04-27,15958652328578.0
2020-04-29,
2020-04-30,
2020-05-01,15958652328578.0
2020-05-02,
2020-05-03,
2020-05-04,
2020-05-05,16079831604277.9
2020-05-06,
2020-05-07,
2020-05-08,
2020-05-09,16104807485529.0
2020-05-10,
2020-05-11,
2020-05-12,
2020-05-13,16104807485529.0
2020-05-14,
2020-05-15,
2020-05-17,16104807485529.0
2020-05-19,
2020-05-21,15138043247083.0
2020-05-23,
2020-05-25,15138043247083.0
2020-05-26,
2020-05-27,
2020-05-29,15138043247083.0
2020-05-30,
2020-05-31,
2020-06-02,15138043247083.0
2020-06-03,
2020-06-04,
2020-06-05,
2020-06-06,13732352106018.0
2020-06-07,
2020-06-08,
2020-06-09,
2020-06-10,13732352106018.0
2020-06-11,
2020-06-12,
2020-06-13,
2020-06-14,13732352106018.0
2020-06-15,
2020-06-16,
2020-06-17,
2020-06-18,15784744305477.0
2020-06-19,
2020-06-20,
2020-06-22,15784744305477.0
2020-06-23,
2020-06-24,
2020-06-26,15784744305477.0
2020-06-27,
2020-06-28,
2020-06-30,15784618886622.5
2020-07-01,
2020-07-02,
2020-07-04,15784217546288.0
2020-07-05,
2020-07-06,
2020-07-07,
2020-07-08,15784217546288.0
2020-07-09,
2020-07-10,
2020-07-11,
2020-07-12,15784217546288.0
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,17345948872516.0
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,17345948872516.0
2020-07-21,
2020-07-22,
2020-07-24,17345948872516.0
2020-07-25,
2020-07-26,
2020-07-28,16847561611550.0
2020-07-29,
2020-07-30,
2020-08-01,16847561611550.0
2020-08-02,
2020-08-03,
2020-08-05,16847561611550.0
2020-08-06,
2020-08-07,
2020-08-09,16847561611550.0
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,16947802333947.0
2020-08-14,
2020-08-15,
2020-08-16,
2020-08-17,16947802333947.0
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,16947802333947.0
2020-08-22,
2020-08-23,
2020-08-24,
2020-08-25,17557993035167.0
2020-08-26,
2020-08-27,
2020-08-29,17557993035167.0
2020-08-30,
2020-08-31,
2020-09-02,17557993035167.0
2020-09-03,
2020-09-04,
2020-09-06,17557993035167.0
2020-09-07,
2020-09-08,
2020-09-10,17345997805929.0
2020-09-11,
2020-09-12,
2020-09-13,
2020-09-14,17345997805929.0
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,17345997805929.0
2020-09-19,
2020-09-20,
2020-09-21,
2020-09-22,19314656404097.0
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-26,19314656404097.0
2020-09-27,
2020-09-28,
2020-09-30,19314656404097.0
2020-10-01,
2020-10-02,
2020-10-04,19300708897945.594
2020-10-05,
2020-10-06,
2020-10-08,19298087186263.0
2020-10-09,
2020-10-10,
2020-10-12,19298087186263.0
2020-10-13,
2020-10-14,
2020-10-16,19298087186263.0
2020-10-17,
2020-10-18,
2020-10-19,
2020-10-20,19997335994446.0
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-24,19997335994446.0
2020-10-25,
2020-10-26,
2020-10-27,
2020-10-28,19997335994446.0
2020-10-29,
2020-10-30,
2020-10-31,
2020-11-01,19997335994446.0
2020-11-02,
2020-11-03,
2020-11-05,16787779609933.0
2020-11-06,
2020-11-07,
2020-11-09,16787779609933.0
2020-11-10,
2020-11-11,
2020-11-13,16787779609933.0
2020-11-14,
2020-11-15,
2020-11-17,17596801059571.0
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,17596801059571.0
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,17596801059571.0
2020-11-26,
2020-11-27,
2020-11-28,
2020-11-29,18158528379021.04
2020-11-30,
2020-12-01,
2020-12-02,
2020-12-03,19157154724710.0
2020-12-04,
2020-12-05,
2020-12-07,19157154724710.0
2020-12-08,
2020-12-09,
2020-12-11,19157154724710.0
2020-12-12,
2020-12-13,
2020-12-15,18670168558400.0
2020-12-16,
2020-12-17,
2020-12-19,18670168558400.0
2020-12-20,
2020-12-21,
2020-12-23,18670168558400.0
2020-12-24,
2020-12-25,
2020-12-26,
2020-12-27,18670168558400.0
2020-12-28,
2020-12-29,
2020-12-30,
2020-12-31,18599593048299.0
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,18599593048299.0
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,18599593048299.0
2021-01-09,
2021-01-10,
2021-01-12,20607418304386.0
2021-01-13,
2021-01-14,
2021-01-16,20607418304386.0
2021-01-17,
2021-01-18,
2021-01-20,20607418304386.0
2021-01-21,
2021-01-22,
2021-01-24,20823531150112.0
2021-01-25,
2021-01-26,
2021-01-27,
2021-01-28,20823531150112.0
2021-01-29,
2021-01-30,
2021-01-31,
2021-02-01,20823531150112.0
2021-02-02,
2021-02-03,
2021-02-04,
2021-02-05,20823531150112.0
2021-02-06,
2021-02-07,
2021-02-08,
2021-02-09,21434395961349.0
2021-02-10,
2021-02-11,
2021-02-13,21434395961349.0
2021-02-14,
2021-02-15,
2021-02-17,21434395961349.0
2021-02-18,
2021-02-19,
2021-02-21,21724134900047.0
2021-02-22,
2021-02-23,
2021-02-25,21724134900047.0
2021-02-26,
2021-02-27,
2021-03-01,21724134900047.0
2021-03-02,
2021-03-03,
2021-03-04,
2021-03-05,21724134900047.0
2021-03-06,
2021-03-07,
2021-03-08,
2021-03-09,21448277761060.0
2021-03-10,
2021-03-11,
2021-03-12,
2021-03-13,21448277761060.0
2021-03-14,
2021-03-15,
2021-03-16,
2021-03-17,21448277761060.0
2021-03-18,
2021-03-19,
2021-03-21,21865558044611.0
2021-03-22,
2021-03-23,
2021-03-25,21865558044611.0
2021-03-26,
2021-03-27,
2021-03-29,21865558044611.0
2021-03-30,
2021-03-31,
2021-04-02,23064760716651.37
2021-04-03,
2021-04-04,
2021-04-05,
2021-04-06,23137439666472.0
2021-04-07,
2021-04-08,
2021-04-09,
2021-04-10,23137439666472.0
2021-04-11,
2021-04-12,
2021-04-13,
2021-04-14,23137439666472.0
2021-04-15,
2021-04-16,
2021-04-17,
2021-04-18,23581981443664.0
2021-04-19,
2021-04-20,
2021-04-22,23581981443664.0
2021-04-23,
2021-04-24,
2021-04-26,23581981443664.0
2021-04-27,
2021-04-28,
2021-04-30,23581981443664.0
2021-05-01,
2021-05-02,
2021-05-04,20608845737768.0
2021-05-05,
2021-05-06,
2021-05-08,20608845737768.0
2021-05-09,
2021-05-10,
2021-05-11,
2021-05-12,20608845737768.0
2021-05-13,
2021-05-14,
2021-05-15,
2021-05-16,25046487590083.0
2021-05-17,
2021-05-18,
2021-05-19,
2021-05-20,25046487590083.0
2021-05-21,
2021-05-22,
2021-05-23,
2021-05-24,25046487590083.0
2021-05-25,
2021-05-26,
2021-05-28,25046487590083.0
2021-05-29,
2021-05-30,
2021-06-01,21047730572452.0
2021-06-02,
2021-06-03,
2021-06-05,21047730572452.0
2021-06-06,
2021-06-07,
2021-06-09,21047730572452.0
2021-06-10,
2021-06-11,
2021-06-12,
2021-06-13,20836567779802.566
2021-06-14,
2021-06-15,
2021-06-16,
2021-06-17,19932791027263.0
2021-06-18,
2021-06-19,
2021-06-20,
2021-06-21,19932791027263.0
2021-06-22,
2021-06-23,
2021-06-24,
2021-06-25,19932791027263.0
2021-06-26,
2021-06-27,
2021-06-29,19932791027263.0
2021-06-30,
2021-07-01,
2021-07-03,15634861856766.197
2021-07-04,
2021-07-05,
2021-07-07,14363025673660.0
2021-07-08,
2021-07-09,
2021-07-11,14363025673660.0
2021-07-12,
2021-07-13,
2021-07-15,14363025673660.0
2021-07-16,
2021-07-17,
2021-07-18,
2021-07-19,13672594272814.0
2021-07-20,
2021-07-21,
2021-07-22,
2021-07-23,13672594272814.0
2021-07-24,
2021-07-25,
2021-07-26,
2021-07-27,13672594272814.0
2021-07-28,
2021-07-29,
2021-07-30,
2021-07-31,14319158983942.734
2021-08-01,
2021-08-02,
2021-08-04,14496442856349.0
2021-08-05,
2021-08-06,
2021-08-08,14496442856349.0
2021-08-09,
2021-08-10,
2021-08-12,14496442856349.0
2021-08-13,
2021-08-14,
2021-08-16,15556093717703.0
2021-08-17,
2021-08-18,
2021-08-19,
2021-08-20,15556093717703.0
2021-08-21,
2021-08-22,
2021-08-23,
2021-08-24,15556093717703.0
2021-08-25,
2021-08-26,
2021-08-27,
2021-08-28,17615033039279.0
2021-08-29,
2021-08-30,
2021-08-31,
2021-09-01,17615033039279.0
2021-09-02,
2021-09-03,
2021-09-05,17615033039279.0
2021-09-06,
2021-09-07,
2021-09-09,18415156832118.0
2021-09-10,
2021-09-11,
2021-09-13,18415156832118.0
2021-09-14,
2021-09-15,
2021-09-17,18415156832118.0
2021-09-18,
2021-09-19,
2021-09-21,18632996500113.82
2021-09-22,
2021-09-23,
2021-09-24,
2021-09-25,18997641161759.0
2021-09-26,
2021-09-27,
2021-09-28,
2021-09-29,18997641161759.0
2021-09-30,
2021-10-01,
2021-10-02,
2021-10-03,18997641161759.0
2021-10-04,
2021-10-05,
2021-10-06,
2021-10-07,19893045048575.0
2021-10-08,
2021-10-09,
2021-10-11,19893045048575.0
2021-10-12,
2021-10-13,
2021-10-15,19893045048575.0
2021-10-16,
2021-10-17,
2021-10-19,20082460130831.0
2021-10-20,
2021-10-21,
2021-10-23,20082460130831.0
2021-10-24,
2021-10-25,
2021-10-26,
2021-10-27,20082460130831.0
2021-10-28,
2021-10-29,
2021-10-30,
2021-10-31,20286661027549.07
2021-11-01,
2021-11-02,
2021-11-03,
2021-11-04,21659344833265.0
2021-11-05,
2021-11-06,
2021-11-07,
2021-11-08,21659344833265.0
2021-11-09,
2021-11-10,
2021-11-12,21659344833265.0
2021-11-13,
2021-11-14,
2021-11-16,22674148233453.0
2021-11-17,
2021-11-18,
2021-11-20,22674148233453.0
2021-11-21,
2021-11-22,
2021-11-24,22674148233453.0
2021-11-25,
2021-11-26,
2021-11-28,22464723406485.65
2021-11-29,
2021-11-30,
2021-12-01,
2021-12-02,22335659268936.0
2021-12-03,
2021-12-04,
2021-12-05,
2021-12-06,22335659268936.0
2021-12-07,
2021-12-08,
2021-12-09,
2021-12-10,22335659268936.0
2021-12-11,
2021-12-12,
2021-12-13,
2021-12-14,24195286980614.0
2021-12-15,
2021-12-16,
2021-12-18,24195286980614.0
2021-12-19,
2021-12-20,
2021-12-22,24195286980614.0
2021-12-23,
2021-12-24,
2021-12-26,24272331996980.0
2021-12-27,
2021-12-28,
2021-12-30,24272331996980.0
2021-12-31,
2022-01-01,
2022-01-02,
2022-01-03,24272331996980.0
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,24272331996980.0
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,24371874614346.0
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,24371874614346.0
2022-01-16,
2022-01-17,
2022-01-19,24371874614346.0
2022-01-20,
2022-01-21,
2022-01-23,26643185256535.0
2022-01-24,
2022-01-25,
2022-01-27,26643185256535.0
2022-01-28,
2022-01-29,
2022-01-31,26643185256535.0
2022-02-01,
2022-02-02,
2022-02-04,26684698822068.03
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,26690525287406.0
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,26690525287406.0
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,26690525287406.0
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,27967152532434.0
2022-02-21,
2022-02-22,
2022-02-24,27967152532434.0
2022-02-25,
2022-02-26,
2022-02-28,27967152532434.0
2022-03-01,
2022-03-02,
2022-03-04,27550332084344.0
2022-03-05,
2022-03-06,
2022-03-08,27550332084344.0
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,27550332084344.0
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,27550332084344.0
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,27452707696466.0
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,27452707696466.0
2022-03-25,
2022-03-26,
2022-03-28,27452707696466.0
2022-03-29,
2022-03-30,
2022-04-01,28587155782195.0
2022-04-02,
2022-04-03,
2022-04-05,28587155782195.0
2022-04-06,
2022-04-07,
2022-04-09,28587155782195.0
2022-04-10,
2022-04-11,
2022-04-13,28587155782195.0
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,28225928151211.0
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,28225928151211.0
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,28225928151211.0
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,29794407589312.0
2022-04-30,
2022-05-01,
2022-05-03,29794407589312.0
2022-05-04,
2022-05-05,
2022-05-07,29794407589312.0
